rt_rating,fn,tid,title,wordsInTitle,url,imdbRating,ratingCount,duration,year,type,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,FilmNoir,GameShow,History,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western,asdf,untitled,Unnamed: 46,Unnamed: 47
80,titles01/tt1392214,tt1392214,Prisoners (2013),prisoners,http://www.imdb.com/title/tt1392214/,8.1,184698,9180,2013,video.movie,6,15,57,1558,445,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
76,titles01/tt1454029,tt1454029,The Help (2011),the help,http://www.imdb.com/title/tt1454029/,8.1,220355,8760,2011,video.movie,46,68,67,4565,391,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
96,titles01/tt1454468,tt1454468,Gravity (2013),gravity,http://www.imdb.com/title/tt1454468/,8.1,341562,5460,2013,video.movie,104,75,79,4911,1556,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,,
96,titles01/tt1490017,tt1490017,Lego (2014),lego,http://www.imdb.com/title/tt1490017/,8.3,52708,6000,2014,video.movie,1,0,42,1651,225,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
95,titles01/tt1504320,tt1504320,The King's Speech (2010),the king s speech,http://www.imdb.com/title/tt1504320/,8.1,325645,7080,2010,video.movie,86,104,27,5060,592,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
93,titles01/tt1555149,tt1555149,Tropa de Elite 2 - O Inimigo Agora É Outro (2010),tropa de elite o inimigo agora outro,http://www.imdb.com/title/tt1555149/,8.1,46844,6900,2010,video.movie,23,11,7,111,59,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
74,titles01/tt1675434,tt1675434,Ziemlich beste Freunde (2011),ziemlich beste freunde,http://www.imdb.com/title/tt1675434/,8.6,286016,6720,2011,video.movie,25,31,18,457,245,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
95,titles01/tt1798709,tt1798709,Her (2013),her,http://www.imdb.com/title/tt1798709/,8.3,98365,7560,2013,video.movie,42,58,63,2297,389,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,
99,titles01/tt1832382,tt1832382,Nader und Simin - eine Trennung (2011),nader und simin eine trennung,http://www.imdb.com/title/tt1832382/,8.5,105123,7380,2011,video.movie,60,23,16,39,230,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
87,titles01/tt1853728,tt1853728,Django Unchained (2012),django unchained,http://www.imdb.com/title/tt1853728/,8.5,568296,9900,2012,video.movie,36,58,108,7971,1012,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
88,titles01/tt1979320,tt1979320,Rush - Alles für den Sieg (2013),rush alles f r den sieg,http://www.imdb.com/title/tt1979320/,8.3,142959,7380,2013,video.movie,4,33,51,1573,352,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
95,titles01/tt2024544,tt2024544,12 Years a Slave (2013),years a slave,http://www.imdb.com/title/tt2024544/,8.3,161237,8040,2013,video.movie,131,137,88,351,455,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
92,titles01/tt2106476,tt2106476,Die Jagd (2012),die jagd,http://www.imdb.com/title/tt2106476/,8.3,80966,6900,2012,video.movie,29,37,27,220,163,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
80,titles02/index.html.1,tt0050598,Ein König in New York (1957),ein k nig in new york,http://www.imdb.com/title/tt0050598/,7.3,4268,6600,1957,video.movie,0,0,17,8,45,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
95,titles02/index.html.10,tt0023948,Dinner um acht (1933),dinner um acht,http://www.imdb.com/title/tt0023948/,7.9,5139,6660,1933,video.movie,0,0,11,15,83,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
88,titles02/index.html.100,tt0037077,The Miracle of Morgan's Creek (1944),the miracle of morgan s creek,http://www.imdb.com/title/tt0037077/,8,4798,5880,1944,video.movie,3,0,5,6,64,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,,,
89,titles02/index.html.1000,tt0035753,Der Rabe (1943),der rabe,http://www.imdb.com/title/tt0035753/,7.6,5372,5520,1943,video.movie,0,0,4,14,41,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,
67,titles02/index.html.1001,tt0119167,Funny Games (1997),funny games,http://www.imdb.com/title/tt0119167/,7.6,32584,6480,1997,video.movie,4,5,9,148,281,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
98,titles02/index.html.1003,tt0053459,Das Schreckenshaus des Dr. Rasanoff (1960),das schreckenshaus des dr rasanoff,http://www.imdb.com/title/tt0053459/,7.8,12002,5280,1960,video.movie,0,0,3,121,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
95,titles02/index.html.1006,tt0073540,Picknick am Valentinstag (1975),picknick am valentinstag,http://www.imdb.com/title/tt0073540/,7.6,20020,6900,1975,video.movie,3,11,15,137,189,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,
100,titles02/index.html.1007,tt0062229,Der eiskalte Engel (1967),der eiskalte engel,http://www.imdb.com/title/tt0062229/,8.2,22465,6300,1967,video.movie,0,0,9,20,79,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,
94,titles02/index.html.1009,tt0069995,Wenn die Gondeln Trauer tragen (1973),wenn die gondeln trauer tragen,http://www.imdb.com/title/tt0069995/,7.4,26050,6600,1973,video.movie,0,8,13,242,233,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
89,titles02/index.html.101,tt0025919,Napoleon vom Broadway (1934),napoleon vom broadway,http://www.imdb.com/title/tt0025919/,7.9,3874,5460,1934,video.movie,1,0,11,131,50,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,
96,titles02/index.html.1010,tt0054167,Augen der Angst (1960),augen der angst,http://www.imdb.com/title/tt0054167/,7.8,17160,6060,1960,video.movie,0,0,12,134,126,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
94,titles02/index.html.1011,tt0061811,In der Hitze der Nacht (1967),in der hitze der nacht,http://www.imdb.com/title/tt0061811/,8,39484,6540,1967,video.movie,17,12,36,183,146,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,
89,titles02/index.html.1018,tt0071877,Mord im Orient Express (1974),mord im orient express,http://www.imdb.com/title/tt0071877/,7.3,28857,7680,1974,video.movie,8,16,22,176,148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,
100,titles02/index.html.102,tt0019421,Buster Keaton - Dampfer-Willis Sohn (1928),buster keaton dampfer willis sohn,http://www.imdb.com/title/tt0019421/,8,7236,4200,1928,video.movie,0,0,30,0,56,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
93,titles02/index.html.1020,tt0090756,Blue Velvet (1986),blue velvet,http://www.imdb.com/title/tt0090756/,7.8,100580,7200,1986,video.movie,22,11,64,867,653,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,
69,titles02/index.html.1021,tt0077413,Tod auf dem Nil (1978),tod auf dem nil,http://www.imdb.com/title/tt0077413/,7.2,15392,8400,1978,video.movie,4,5,29,41,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,
86,titles02/index.html.1022,tt0083908,Das Böse unter der Sonne (1982),das b se unter der sonne,http://www.imdb.com/title/tt0083908/,7,6871,7020,1982,video.movie,0,0,11,13,62,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,
96,titles02/index.html.1023,tt0093223,Haus der Spiele (1987),haus der spiele,http://www.imdb.com/title/tt0093223/,7.3,14094,6120,1987,video.movie,6,2,8,29,103,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,
69,titles02/index.html.1024,tt1216487,Verdammnis (2009),verdammnis,http://www.imdb.com/title/tt1216487/,7.1,55813,7740,2009,video.movie,0,0,21,288,132,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,
78,titles02/index.html.1025,tt0112722,Copykill (1995),copykill,http://www.imdb.com/title/tt0112722/,6.5,36160,7380,1995,video.movie,2,1,24,29,122,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,
68,titles02/index.html.1026,tt0228786,Die purpurnen Flüsse (2000),die purpurnen fl sse,http://www.imdb.com/title/tt0228786/,6.9,40832,6360,2000,video.movie,1,9,23,14,161,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,
88,titles02/index.html.1027,tt0021165,Mord - Sir John greift ein! (1930),mord sir john greift ein,http://www.imdb.com/title/tt0021165/,6.4,3464,6240,1930,video.movie,0,0,24,0,43,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,
90,titles02/index.html.103,tt0027996,Mr. Deeds geht in die Stadt (1936),mr deeds geht in die stadt,http://www.imdb.com/title/tt0027996/,8,12499,6900,1936,video.movie,5,5,11,20,104,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
97,titles02/index.html.104,tt0035169,The Palm Beach Story (1942),the palm beach story,http://www.imdb.com/title/tt0035169/,7.9,6804,5280,1942,video.movie,0,0,7,15,85,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,
100,titles02/index.html.1046,tt0028096,Der versteinerte Wald (1936),der versteinerte wald,http://www.imdb.com/title/tt0028096/,7.7,7818,4920,1936,video.movie,0,0,18,30,86,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
88,titles02/index.html.1047,tt0171804,Boys Don't Cry (1999),boys don t cry,http://www.imdb.com/title/tt0171804/,7.6,63699,7080,1999,video.movie,47,27,19,509,423,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
63,titles02/index.html.1048,tt0086066,Die Outsider (1983),die outsider,http://www.imdb.com/title/tt0086066/,7.2,45251,5460,1983,video.movie,1,3,33,413,290,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
85,titles02/index.html.1049,tt0067549,The Panic in Needle Park (1971),the panic in needle park,http://www.imdb.com/title/tt0067549/,7.1,8763,6600,1971,video.movie,1,1,2,24,57,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,
83,titles02/index.html.105,tt0019379,Es tut sich was in Hollywood (1928),es tut sich was in hollywood,http://www.imdb.com/title/tt0019379/,8.3,2400,4980,1928,video.movie,1,0,3,12,28,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,
85,titles02/index.html.1050,tt0456396,Das Kind (2005),das kind,http://www.imdb.com/title/tt0456396/,7.4,11521,6000,2005,video.movie,12,12,17,32,78,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,
72,titles02/index.html.1051,tt0117509,William Shakespeares Romeo & Julia (1996),william shakespeares romeo julia,http://www.imdb.com/title/tt0117509/,6.9,129664,7200,1996,video.movie,13,20,81,14,482,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,
100,titles02/index.html.1052,tt0029453,Pépé le Moko - Im Dunkel von Algier (1937),p p le moko im dunkel von algier,http://www.imdb.com/title/tt0029453/,7.7,3792,5640,1937,video.movie,2,0,4,10,37,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,
33,titles02/index.html.1053,tt0114660,Das Leben nach dem Tod in Denver (1995),das leben nach dem tod in denver,http://www.imdb.com/title/tt0114660/,6.8,19544,6900,1995,video.movie,2,0,23,15,136,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
98,titles02/index.html.1054,tt0069762,Badlands (1973),badlands,http://www.imdb.com/title/tt0069762/,7.9,35743,5640,1973,video.movie,3,0,31,406,171,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
100,titles02/index.html.1055,tt0043386,Goldhelm (1952),goldhelm,http://www.imdb.com/title/tt0043386/,7.8,2648,5100,1952,video.movie,1,1,14,2,25,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,
93,titles02/index.html.107,tt0028597,Die schreckliche Wahrheit (1937),die schreckliche wahrheit,http://www.imdb.com/title/tt0028597/,8,11147,5460,1937,video.movie,1,5,16,77,94,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,
96,titles02/index.html.1075,tt0048728,Über den Dächern von Nizza (1955),ber den d chern von nizza,http://www.imdb.com/title/tt0048728/,7.5,35545,6360,1955,video.movie,0,5,47,207,159,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,,,
100,titles02/index.html.1079,tt0037008,Laura (1944),laura,http://www.imdb.com/title/tt0037008/,8.2,23895,5280,1944,video.movie,1,4,23,77,178,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,
97,titles02/index.html.108,tt0028010,Mein Mann Godfrey (1936),mein mann godfrey,http://www.imdb.com/title/tt0028010/,8.2,13141,5640,1936,video.movie,1,0,15,67,270,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,
83,titles02/index.html.1080,tt0058329,Marnie (1964),marnie,http://www.imdb.com/title/tt0058329/,7.2,26944,7800,1964,video.movie,0,0,66,207,179,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,,,
100,titles02/index.html.1100,tt0056714,Zatôichi monogatari (1962),zat ichi monogatari,http://www.imdb.com/title/tt0056714/,7.7,2441,5760,1962,video.movie,0,0,3,8,18,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
60,titles02/index.html.1102,tt0036400,Judo Saga - Die Legende vom großen Judo (1943),judo saga die legende vom gro en judo,http://www.imdb.com/title/tt0036400/,6.9,2409,4740,1943,video.movie,0,0,9,2,23,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
43,titles02/index.html.1103,tt0955308,Robin Hood (2010),robin hood,http://www.imdb.com/title/tt0955308/,6.7,166816,8400,2010,video.movie,1,11,106,561,530,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
46,titles02/index.html.1104,tt0317648,Hidalgo - 3000 Meilen zum Ruhm (2004),hidalgo meilen zum ruhm,http://www.imdb.com/title/tt0317648/,6.6,58431,8160,2004,video.movie,1,2,28,160,337,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
66,titles02/index.html.1105,tt0472043,Apocalypto (2006),apocalypto,http://www.imdb.com/title/tt0472043/,7.8,193604,8340,2006,video.movie,7,14,29,404,1022,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
79,titles02/index.html.1106,tt0069113,Die Höllenfahrt der Poseidon (1972),die h llenfahrt der poseidon,http://www.imdb.com/title/tt0069113/,7.1,27872,7020,1972,video.movie,4,13,32,231,231,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
85,titles02/index.html.1109,tt0089153,Fleisch & Blut (1985),fleisch blut,http://www.imdb.com/title/tt0089153/,6.7,10990,7560,1985,video.movie,2,1,32,0,99,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
91,titles02/index.html.1111,tt0054953,Die Kanonen von Navarone (1961),die kanonen von navarone,http://www.imdb.com/title/tt0054953/,7.6,29407,9480,1961,video.movie,4,10,48,81,122,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
95,titles02/index.html.1125,tt0050613,Das Schloß im Spinnwebwald (1957),das schlo im spinnwebwald,http://www.imdb.com/title/tt0050613/,8.2,21413,6600,1957,video.movie,3,1,27,98,96,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
92,titles02/index.html.1132,tt0012532,Zwei Waisen im Sturm (1921),zwei waisen im sturm,http://www.imdb.com/title/tt0012532/,8.1,3138,9120,1921,video.movie,0,0,11,2,31,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
100,titles02/index.html.1133,tt0020298,Queen Kelly (1929),queen kelly,http://www.imdb.com/title/tt0020298/,8,2305,6060,1929,video.movie,1,0,12,8,17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
29,titles02/index.html.1134,tt0019788,Coquette (1929),coquette,http://www.imdb.com/title/tt0019788/,7.4,1500,4560,1929,video.movie,0,0,4,16,30,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,
83,titles02/index.html.1135,tt0019344,...aber das Fleisch ist schwach (1928),aber das fleisch ist schwach,http://www.imdb.com/title/tt0019344/,8.1,1683,5820,1928,video.movie,0,0,15,6,15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
100,titles02/index.html.1137,tt0029606,Ein Stern geht auf (1937),ein stern geht auf,http://www.imdb.com/title/tt0029606/,7.7,4471,6660,1937,video.movie,2,7,30,14,41,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
96,titles02/index.html.1139,tt0055601,Viridiana (1961),viridiana,http://www.imdb.com/title/tt0055601/,8.2,12404,5400,1961,video.movie,1,0,9,18,48,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
100,titles02/index.html.1140,tt0037884,Das verlorene Wochenende (1945),das verlorene wochenende,http://www.imdb.com/title/tt0037884/,8.1,19966,6060,1945,video.movie,11,3,16,85,126,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
94,titles02/index.html.1159,tt0039689,Goldenes Gift (1947),goldenes gift,http://www.imdb.com/title/tt0039689/,8.1,17520,5820,1947,video.movie,1,0,20,68,137,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
91,titles02/index.html.1160,tt0037865,Todsünde (1945),tods nde,http://www.imdb.com/title/tt0037865/,7.8,5934,6600,1945,video.movie,0,3,11,28,112,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
84,titles02/index.html.1161,tt0046126,Niagara (1953),niagara,http://www.imdb.com/title/tt0046126/,7.1,8741,5520,1953,video.movie,0,0,43,29,98,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
86,titles02/index.html.1162,tt0040823,Du lebst noch 105 Minuten (1948),du lebst noch minuten,http://www.imdb.com/title/tt0040823/,7.5,5734,5340,1948,video.movie,0,2,4,0,78,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
90,titles02/index.html.1163,tt0041088,Act of Violence (1948),act of violence,http://www.imdb.com/title/tt0041088/,7.5,2370,4920,1948,video.movie,0,0,2,13,46,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
100,titles02/index.html.1164,tt0041958,Gefahr in Frisco (1949),gefahr in frisco,http://www.imdb.com/title/tt0041958/,7.8,2860,5640,1949,video.movie,0,0,3,0,36,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
86,titles02/index.html.1165,tt0047985,An einem Tag wie jeder andere (1955),an einem tag wie jeder andere,http://www.imdb.com/title/tt0047985/,7.6,5567,6720,1955,video.movie,3,0,11,10,55,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
100,titles02/index.html.1166,tt0042046,Das unheimliche Fenster (1949),das unheimliche fenster,http://www.imdb.com/title/tt0042046/,7.5,1750,4380,1949,video.movie,1,2,0,0,49,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
89,titles02/index.html.1167,tt0039725,Hemmungslose Liebe (1947),hemmungslose liebe,http://www.imdb.com/title/tt0039725/,7.2,2333,6480,1947,video.movie,0,0,9,17,59,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
98,titles02/index.html.1168,tt0051036,Dein Schicksal in meiner Hand (1957),dein schicksal in meiner hand,http://www.imdb.com/title/tt0051036/,8.2,15654,5760,1957,video.movie,2,2,23,170,104,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
97,titles02/index.html.1169,tt0038559,Gilda (1946),gilda,http://www.imdb.com/title/tt0038559/,7.8,15960,6600,1946,video.movie,1,0,58,61,134,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,
91,titles02/index.html.117,tt0091167,Hannah und ihre Schwestern (1986),hannah und ihre schwestern,http://www.imdb.com/title/tt0091167/,8,41610,6180,1986,video.movie,26,20,46,369,156,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
85,titles02/index.html.1186,tt0048254,Der Tiger von New York (1955),der tiger von new york,http://www.imdb.com/title/tt0048254/,6.8,12163,4020,1955,video.movie,1,0,10,25,92,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
92,titles02/index.html.119,tt0047437,Sabrina (1954),sabrina,http://www.imdb.com/title/tt0047437/,7.8,33551,6780,1954,video.movie,6,7,159,2,133,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,
100,titles02/index.html.1190,tt0036342,Im Schatten des Zweifels (1943),im schatten des zweifels,http://www.imdb.com/title/tt0036342/,8,37111,6480,1943,video.movie,1,2,37,209,211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
81,titles02/index.html.1191,tt0045897,Ich beichte (1953),ich beichte,http://www.imdb.com/title/tt0045897/,7.3,11279,5700,1953,video.movie,0,0,20,22,90,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
93,titles02/index.html.1192,tt0035432,Die Narbenhand (1942),die narbenhand,http://www.imdb.com/title/tt0035432/,7.6,4787,4860,1942,video.movie,0,0,9,11,64,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
96,titles02/index.html.1193,tt0042832,Unter Geheimbefehl (1950),unter geheimbefehl,http://www.imdb.com/title/tt0042832/,7.3,4124,5760,1950,video.movie,2,3,7,29,69,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
92,titles02/index.html.1194,tt0048021,Rififi (1955),rififi,http://www.imdb.com/title/tt0048021/,8.2,14719,7320,1955,video.movie,5,1,13,35,94,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
79,titles02/index.html.1195,tt0042788,Die Ratte von Soho (1950),die ratte von soho,http://www.imdb.com/title/tt0042788/,8,6194,6060,1950,video.movie,0,0,2,23,68,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,
97,titles02/index.html.1196,tt0040506,Gangster in Key Largo (1948),gangster in key largo,http://www.imdb.com/title/tt0040506/,7.9,23298,6000,1948,video.movie,0,1,63,58,134,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
93,titles02/index.html.12,tt0097123,Verbrechen und andere Kleinigkeiten (1989),verbrechen und andere kleinigkeiten,http://www.imdb.com/title/tt0097123/,8.1,34554,6240,1989,video.movie,13,17,23,123,151,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
